state,district,demo_update_intensity,total_enrollments,bio_refresh_rate,age_disparity,update_enrol_ratio,temporal_volatility,demo_update_intensity_normalized,bio_refresh_rate_normalized,age_disparity_normalized,update_enrol_ratio_normalized,temporal_volatility_normalized,demo_update_intensity_state_norm,bio_refresh_rate_state_norm,age_disparity_state_norm,update_enrol_ratio_state_norm,temporal_volatility_state_norm,UFI,UFI_Category,UFI_weighted
Andhra Pradesh,Bapatla,0.0,0.0,81.59591257053356,0.0,0.0,223.7446483783804,0.0,1.943599306571485,0.0,0.0,68.21913880157481,0.0,2.0293517341784377,0.0,0.0,76.29322884316714,14.500597122979965,Low Friction,0.0
Andhra Pradesh,Chittoor,1377.1113501882733,3718.0,593.1668430775047,270147.94030253915,5954.572350726196,261.5687034794497,44.66276637762466,7.464600018055345,5.883510102615659,64.0263574365716,79.75159101296629,67.91530580553228,13.39583603022986,29.603009431097448,66.60046387934163,89.19060678054838,59.53288325955863,High Friction,6.116989359100152
Andhra Pradesh,Cuddapah,938.2716049382716,2592.0,876.1424935545012,113.54166666666669,5413.850308641975,219.46946088588655,30.430223005850447,10.518543615022134,0.0024728063525231115,58.212260184718566,66.91564568535074,46.27294878465589,19.68321104609364,0.01244197910741674,60.55261749987794,74.8354605341764,44.30472193440903,Moderate Friction,3.1736310419783944
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,0.0,0.0,33.951372985956404,0.0,0.0,222.14418957799884,0.0,1.429407586013612,0.0,0.0,67.73116323728426,0.0,0.970747973319675,0.0,0.0,75.74749883176112,14.306085017505529,Low Friction,0.0
Andhra Pradesh,East Godavari,1141.4174972314506,3612.0,184.417084958999,912569.1796008868,6812.486157253599,229.9083025012804,37.01869352192304,3.0532709709675654,19.874702659234142,73.25104945325258,70.09842029135565,56.29153979862345,4.313913212479954,100.0,76.19602408380342,78.39493307572289,69.50684992509262,High Friction,6.938199307155853
Andhra Pradesh,Eluru,0.0,0.0,33.70732098011225,0.0,0.0,194.5212670774321,0.0,1.4267737160699676,0.0,0.0,59.30900879547376,0.0,0.9653254343784995,0.0,0.0,66.32853858879317,12.537193658244695,Low Friction,0.0
Andhra Pradesh,Guntur,1363.3451957295374,3934.0,242.64057324546656,474302.30377166165,6527.020843924758,260.5018358725783,44.216299546583905,3.6816333369372227,10.329756328363255,70.18159238557479,79.42630596197824,67.23639731370741,5.607568355499167,51.97439431157409,73.00316300674493,88.82682255122121,64.55487998724077,High Friction,7.018347322642122
Andhra Pradesh,Hyderabad,385.8594785682722,2263.0,70.26595841777066,778758.267020336,3536.544410075121,152.07125168407453,12.514276164763807,1.8213236235562413,16.96045554290885,38.026585815547975,46.366113788880746,19.02951746156524,1.777613923695856,85.33690205940626,39.55540118883108,51.85378461244583,41.74069503065467,Moderate Friction,2.610451647212146
Andhra Pradesh,K.V. Rangareddy,0.0,0.0,31.349206349206348,0.0,0.0,68.42221861354686,0.0,1.4013243565019995,0.0,0.0,20.86174959955052,0.0,0.9129309934083714,0.0,0.0,23.33084621453205,4.459775051679106,Low Friction,0.0
Andhra Pradesh,K.V.Rangareddy,0.0,0.0,7.965979764225377,0.0,0.0,80.45428631948643,0.0,1.1489667597078848,0.0,0.0,24.530294536157594,0.0,0.3933841194180862,0.0,0.0,27.433582532914663,5.184891064811912,Low Friction,0.0
Andhra Pradesh,Kakinada,0.0,0.0,54.52510744019557,0.0,0.0,253.7014701713437,0.0,1.6514444450023904,0.0,0.0,77.35289283216137,0.0,1.4278713469122544,0.0,0.0,86.50801018890665,16.366131601559452,Low Friction,0.0
Andhra Pradesh,Karim Nagar,0.0,0.0,102.76689538531645,0.0,0.0,70.11678569617717,0.0,2.1720818184049757,0.0,0.0,21.37841852484718,0.0,2.4997452404273726,0.0,0.0,23.90866559551933,4.706242425099585,Low Friction,0.0
Andhra Pradesh,Karimnagar,0.0,0.0,907.5719367495336,0.0,0.0,81.05356397574698,0.0,10.85773798259371,0.0,0.0,24.713012674488144,0.0,20.38153507352801,0.0,0.0,27.637926313653338,6.961323153347157,Low Friction,0.0
Andhra Pradesh,Khammam,0.0,0.0,474.3157068389328,0.0,0.0,129.06516787249032,0.0,6.181928997081688,0.0,0.0,39.351620990067616,0.0,10.755108238514206,0.0,0.0,44.009090092405295,9.197962297600018,Low Friction,0.0
Andhra Pradesh,Krishna,955.595199481025,3083.0,143.91227208613134,289099.46504735056,6264.2880311385015,209.75622195804263,30.992065485601927,2.616132956757089,6.296252421402905,67.35656583606662,63.954105378425254,47.12730033789905,3.4139455013011855,31.679731412120294,70.06455949716543,71.52340652215311,51.041745992403065,High Friction,4.348810360496854
Andhra Pradesh,Kurnool,1098.5661693470258,5161.0,475.745418384748,483858.9633080955,5945.436930827359,284.57123677825524,35.628930198854505,6.1973587996583115,10.537889334548305,63.92812911297002,86.76500127002559,54.17823135987886,10.78687469134468,53.021620072651565,66.49828639838098,97.03409063438573,61.49364453547497,High Friction,8.77072542345133
Andhra Pradesh,Mahabub Nagar,0.0,0.0,2472.1334498990805,0.0,0.0,62.35017035734919,0.0,27.742874944341395,0.0,0.0,19.010398491036433,0.0,55.14419027717125,0.0,0.0,21.260378069196044,8.786712533616052,Low Friction,0.0
Andhra Pradesh,Mahabubnagar,0.0,0.0,142.7777777777778,0.0,0.0,50.06882315714638,0.0,2.603889212028695,0.0,0.0,15.265848910104765,0.0,3.3887384166705536,0.0,0.0,17.072641561358296,3.500073866157788,Low Friction,0.0
Andhra Pradesh,Mahbubnagar,0.0,0.0,804.0015985248621,0.0,0.0,153.64658196297248,0.0,9.739981134173169,0.0,0.0,46.84642773486046,0.0,18.08032804090632,0.0,0.0,52.39094621314826,11.408627998132364,Low Friction,0.0
Andhra Pradesh,Medak,0.0,0.0,748.2231337892736,0.0,0.0,137.11643613220053,0.0,9.138006070450379,0.0,0.0,41.806430930411004,0.0,16.840998349427135,0.0,0.0,46.75443956229301,10.242602149518785,Low Friction,0.0
Andhra Pradesh,N. T. R,0.0,0.0,36.19385299457976,0.0,0.0,250.5332591709808,0.0,1.453608987979178,0.0,0.0,76.38691385767916,0.0,1.0205731535287357,0.0,0.0,85.42770257651917,16.12788614743656,Low Friction,0.0
Andhra Pradesh,Nalgonda,0.0,0.0,2131.1296970281896,0.0,0.0,115.13198776354668,0.0,24.062677634550745,0.0,0.0,35.10343201800364,0.0,47.567501355342905,0.0,0.0,39.25810585090951,11.506975423947761,Low Friction,0.0
Andhra Pradesh,Nandyal,0.0,0.0,5.5432933760516265,0.0,0.0,287.82768932510174,0.0,1.1228205256762633,0.0,0.0,87.75788485362924,0.0,0.33955497248406347,0.0,0.0,98.14448715637683,18.456258209325654,Low Friction,0.0
Andhra Pradesh,Nellore,704.2527339003645,2469.0,505.54119887139854,788784.6980137819,5185.459700283515,186.7672621763299,22.840473517769784,6.518922272983489,17.17881962881324,55.75649714001706,56.94483365005609,34.73178823243766,11.448900719005167,86.43560572128438,57.99812331181028,63.68455101341036,54.139344821726155,High Friction,3.694073300119991
Andhra Pradesh,Nizamabad,0.0,0.0,458.3187541411426,0.0,0.0,111.0739820821333,0.0,6.009285905069895,0.0,0.0,33.86615704921977,0.0,10.399675392781718,0.0,0.0,37.87439295166119,8.01525975502822,Low Friction,0.0
Andhra Pradesh,Palnadu,0.0,0.0,42.81526663844621,0.0,0.0,278.5064207941965,0.0,1.525068930792167,0.0,0.0,84.91585526174731,0.0,1.1676929168156822,0.0,0.0,94.96608857437221,17.93152107816175,Low Friction,0.0
Andhra Pradesh,Parvathipuram Manyam,0.0,0.0,-9.739044478608047,0.0,0.0,257.04300331410565,0.0,0.9578897347787085,0.0,0.0,78.37171725959813,0.0,0.0,0.0,0.0,87.6474177885764,16.455896280746355,Low Friction,0.0
Andhra Pradesh,Prakasam,770.2944942381562,3905.0,683.9720313864033,49361.92666392367,4633.572343149808,188.31187744655892,24.982353847730472,8.444592193848107,1.0750457467361207,49.822345178918084,57.41578267287512,37.98878437052307,15.413416946898117,5.409116127011013,51.82539556088016,64.21123930356757,38.41540786707688,Moderate Friction,4.145700365370601
Andhra Pradesh,Rangareddi,0.0,0.0,71.75756720603569,0.0,0.0,170.01478305403305,0.0,1.8374214365674415,0.0,0.0,51.83704802569663,0.0,1.8107556580216608,0.0,0.0,57.97223238308342,11.041802488957032,Low Friction,0.0
Andhra Pradesh,Spsr Nellore,0.0,2183.0,0.0,0.0,0.0,0.0,0.0,1.0629959249257566,0.0,0.0,0.0,0.0,0.21638973116580593,0.0,0.0,0.0,0.018816132907288303,Low Friction,0.0011351559523728166
Andhra Pradesh,Sri Potti Sriramulu Nellore,0.0,0.0,65.50171112061773,0.0,0.0,229.83020108471752,0.0,1.769906681840653,0.0,0.0,70.07460738045155,0.0,1.6717581393729892,0.0,0.0,78.36830178290765,14.85909979193347,Low Friction,0.0
Andhra Pradesh,Sri Sathya Sai,0.0,0.0,55.90330432783988,0.0,0.0,250.39543253140505,0.0,1.6663182885761612,0.0,0.0,76.34489088763756,0.0,1.4584932066507497,0.0,0.0,85.38070596931516,16.15714174927806,Low Friction,0.0
Andhra Pradesh,Srikakulam,1513.1832966657428,2008.0,165.41264408239877,559143.056943057,6905.4714023069955,275.00345285827314,65.7624461053174,2.8481703185573854,12.177489936246454,96.13500223146573,83.84780980202264,100.0,3.891657634812469,61.27130626826548,100.0,93.7716343771316,83.10633486332509,Very High Friction,4.611787215850677
Andhra Pradesh,Tirupati,0.0,0.0,114.05184456844036,0.0,0.0,293.26933958755774,0.0,2.293871796594984,0.0,0.0,89.41702931699234,0.0,2.7504830951850687,0.0,0.0,100.0,19.014274579013993,Low Friction,0.0
Andhra Pradesh,Visakhapatnam,1317.2656038908403,3701.0,59.20558197088861,478334.826050319,6905.4714023069955,272.3537745307242,42.7218364846197,1.7019572901877684,10.41758000578583,80.38785575047673,83.03993003856613,64.96387986572371,1.5318658021845053,52.41628106041444,83.61975751238414,92.86813784003184,67.24031411981876,High Friction,6.877335983348051
Andhra Pradesh,Vizianagaram,1025.7906215921485,1834.0,182.1632857046,813411.2445414847,6905.4714023069955,218.7818817052851,33.26865825211949,3.028947408886453,17.715157367039232,75.6513030904391,66.70600465081212,50.58914353465551,4.263836532387536,89.13420075146863,78.69277717213996,74.60100739237562,65.84314626433428,High Friction,3.3371930426637855
Andhra Pradesh,Warangal,0.0,0.0,52.28683235511266,0.0,0.0,173.5513723117387,0.0,1.6272884236174519,0.0,0.0,52.91534453559829,0.0,1.3781395949934625,0.0,0.0,59.17815089562871,11.230596919925889,Low Friction,0.0
Andhra Pradesh,West Godavari,1347.4335638878777,2747.0,1616.4914560015231,274978.78427787934,6905.4714023069955,256.8011304605082,43.700250139588846,18.508573745087638,5.98872030448225,74.37444384543448,78.29797088000208,66.45167983806999,36.132865147652026,30.13237685696789,77.36458326215252,87.56494314123087,63.76015952061239,High Friction,4.840380218408795
Andhra Pradesh,Y. S. R,0.0,0.0,17.039110384281493,0.0,0.0,271.90584507025727,0.0,1.2468862418783695,0.0,0.0,82.90335755623694,0.0,0.5949780540200559,0.0,0.0,92.71540129379183,17.459151812748637,Low Friction,0.0
Arunachal Pradesh,Anjaw,0.0,0.0,-11.985879154132574,0.0,0.0,136.83622873030362,0.0,0.932348866971805,0.0,0.0,41.72099645060656,0.0,0.0,0.0,0.0,57.542115544071926,10.80359363754566,Low Friction,0.0
Arunachal Pradesh,Changlang,0.0,0.0,-5.296586885621895,0.0,0.0,91.75346621302036,0.0,1.0058338419767217,0.0,0.0,27.97538395879889,0.0,1.8312436245517336,0.0,0.0,33.11906926751455,6.3773761032151555,Low Friction,0.0
Arunachal Pradesh,Dibang Valley,0.0,0.0,11.165311653116529,0.0,0.0,61.40570948230134,0.0,1.1834947451376596,0.0,0.0,18.72243492187617,0.0,6.258548610690797,0.0,0.0,16.678535776695075,3.675623950032631,Low Friction,0.0
Arunachal Pradesh,East Kameng,0.0,0.0,27.55270809181744,0.0,0.0,80.81386799347653,0.0,1.3603516031060638,0.0,0.0,24.63993001707846,0.0,10.66581681199622,0.0,0.0,27.192673043227362,6.032897718780243,Low Friction,0.0
Arunachal Pradesh,East Siang,0.0,0.0,52.34949332674246,0.0,0.0,94.86541434580069,0.0,1.62796467640728,0.0,0.0,28.924208536960087,0.0,17.334727487910055,0.0,0.0,34.80492987173115,8.042001080006644,Low Friction,0.0
Arunachal Pradesh,Kamle,0.0,0.0,32.291666666666664,0.0,0.0,103.35830468102932,0.0,1.4114956226411584,0.0,0.0,31.51366785500248,0.0,11.940324419861982,0.0,0.0,39.405851423499335,8.436759597078996,Low Friction,0.0
Arunachal Pradesh,Kra Daadi,0.0,0.0,-7.745123718721079,0.0,0.0,196.27526058728583,0.0,0.9794086235143702,0.0,0.0,59.84379667787897,0.0,1.1727278826149636,0.0,0.0,89.74249867543655,16.951224311435556,Low Friction,0.0
Arunachal Pradesh,Kurung Kumey,0.0,0.0,317.51992733308884,0.0,0.0,40.4905649594339,0.0,4.489749949004142,0.0,0.0,12.345463863120074,0.0,88.65034044046848,0.0,0.0,5.3480068995649575,8.712669542510087,Low Friction,0.0
Arunachal Pradesh,Leparada,0.0,0.0,0.0,0.0,0.0,47.14045207910317,0.0,1.0629959249257566,0.0,0.0,14.372996479964362,0.0,3.255721212786807,0.0,0.0,8.950503547708527,1.9635672924488512,Low Friction,0.0
Arunachal Pradesh,Lohit,0.0,0.0,20.25580556469304,0.0,0.0,112.6838350315051,0.0,1.2816016162685433,0.0,0.0,34.35699686415735,0.0,8.703369232472722,0.0,0.0,44.45784572433206,9.103808024327257,Low Friction,0.0
Arunachal Pradesh,Longding,0.0,0.0,15.105849295406395,0.0,0.0,132.3192750452926,0.0,1.2260220073985373,0.0,0.0,40.343789475461655,0.0,7.318326856239113,0.0,0.0,55.09511002093439,10.980529626273233,Low Friction,0.0
Arunachal Pradesh,Lower Dibang Valley,0.0,0.0,62.03513685705467,0.0,0.0,74.98457207459145,0.0,1.7324945502393199,0.0,0.0,22.86259344036908,0.0,19.93960916633905,0.0,0.0,24.03472184331813,6.246390073099251,Low Friction,0.0
Arunachal Pradesh,Lower Siang,0.0,0.0,38.125,0.0,0.0,70.24499582646459,0.0,1.474450406744586,0.0,0.0,21.41750944718761,0.0,13.509155966946535,0.0,0.0,21.46711321474534,5.2051598281608245,Low Friction,0.0
Arunachal Pradesh,Lower Subansiri,0.0,0.0,32.67812423473824,0.0,0.0,52.46616239464753,0.0,1.4156663688291156,0.0,0.0,15.996791166748055,0.0,12.044259304044886,0.0,0.0,11.835643282484416,3.269461219294692,Low Friction,0.0
Arunachal Pradesh,Namsai,0.0,0.0,108.15990557473256,0.0,0.0,56.5705621241904,0.0,2.230284525629366,0.0,0.0,17.248211555464206,0.0,32.34452212627132,0.0,0.0,14.059152644708739,5.4521334371699135,Low Friction,0.0
Arunachal Pradesh,Pakke Kessang,0.0,0.0,1.8518518518518507,0.0,0.0,124.74463711837844,0.0,1.0829815706728763,0.0,0.0,38.0343028358797,0.0,3.7537629737660283,0.0,0.0,50.9916407061099,9.900142824044144,Low Friction,0.0
Arunachal Pradesh,Papum Pare,0.0,0.0,132.97688481871566,0.0,0.0,182.2312190739615,0.0,2.4981155376986566,0.0,0.0,55.561806363132625,0.0,39.01886383049471,0.0,0.0,82.13430750351537,18.813682720736583,Low Friction,0.0
Arunachal Pradesh,Shi-Yomi,0.0,0.0,23.88888888888889,0.0,0.0,30.618621784789728,0.0,1.3208107550636023,0.0,0.0,9.335535060115088,0.0,9.680459929418767,0.0,0.0,0.0,0.8417627752217733,Low Friction,0.0
Arunachal Pradesh,Siang,0.0,0.0,12.038691725326071,0.0,0.0,93.08358661373344,0.0,1.1929204800895774,0.0,0.0,28.380934075401456,0.0,6.493437675241193,0.0,0.0,33.839646053099834,6.918065468612404,Low Friction,0.0
Arunachal Pradesh,Tawang,0.0,0.0,94.41113216065231,0.0,0.0,159.65049718056,0.0,2.0819043435773033,0.0,0.0,48.67700526397676,0.0,28.646891932146794,0.0,0.0,69.90147204785328,15.615061718666432,Low Friction,0.0
Arunachal Pradesh,Tirap,0.0,0.0,67.21592771128087,0.0,0.0,65.12553713781895,0.0,1.7884069336186605,0.0,0.0,19.856600324217087,0.0,21.332944274503138,0.0,0.0,18.693707826914842,5.36476620977785,Low Friction,0.0
Arunachal Pradesh,Upper Siang,0.0,0.0,40.82396350852727,0.0,0.0,99.43689110435824,0.0,1.503578292170134,0.0,0.0,30.31803944992482,0.0,14.235022097793548,0.0,0.0,37.28147261650316,8.237440260689763,Low Friction,0.0
Arunachal Pradesh,Upper Subansiri,0.0,0.0,359.72098298730214,0.0,0.0,215.20969206645333,0.0,4.9451942371723225,0.0,0.0,65.61685368088635,0.0,100.0,0.0,0.0,100.0,27.470590067702645,Moderate Friction,0.0
Arunachal Pradesh,West Kameng,0.0,0.0,10.51906411979656,0.0,0.0,202.86550114285848,0.0,1.1765202810340827,0.0,0.0,61.8531432184768,0.0,6.084745150548292,0.0,0.0,93.3126825123452,18.04865377966392,Low Friction,0.0
Arunachal Pradesh,West Siang,0.0,0.0,8.93490862949642,0.0,0.0,181.47435340507977,0.0,1.1594236809978362,0.0,0.0,55.331040065508056,0.0,5.658698331919141,0.0,0.0,81.72428459843832,15.83587286719395,Low Friction,0.0
Assam,Bajali,0.0,0.0,50.0,0.0,0.0,39.26158474080033,0.0,1.602608360097992,0.0,0.0,11.970751114783992,0.0,3.2477713693328982,0.0,0.0,0.0,0.2824094166050254,Low Friction,0.0
Assam,Baksa,190.6135717188135,2461.0,138.66438530790998,1521.697278014835,620.6013815522145,208.9846563884952,6.182019646354712,2.559496457479005,0.03314080906297727,6.672997411148482,63.71885712080232,30.82524964843599,9.076837359591403,19.583728334102823,38.80454637602391,64.89430778293956,35.3050699177894,Moderate Friction,2.4011545410440713
Assam,Barpeta,158.1151832460733,10887.0,357.3041457075095,4291.977802678173,669.7804721227152,202.89149399788465,5.128025042498716,4.919111128173044,0.0934743190489609,7.2017940813053904,61.86106836974962,25.569742767100966,23.450879282260384,55.23629996453834,41.879583521446555,62.56456232341537,42.29341923196696,Moderate Friction,12.724843310167866
Assam,Biswanath,0.0,0.0,45.31177776051483,0.0,0.0,166.38943332237463,0.0,1.5520118997124472,0.0,0.0,50.73168868709019,0.0,2.9395533997834207,0.0,0.0,48.60785073911703,9.381784254879358,Low Friction,0.0
Assam,Bongaigaon,618.3682983682984,2145.0,25.70712723235891,7770.2123520829955,1599.3006993006993,300.7992718602774,20.055051351930825,1.34043363546847,0.16922624996419264,17.19643195023023,91.71288532339126,100.0,1.6506841289062653,100.0,100.0,100.0,91.44805167601315,Very High Friction,5.420922228687251
Assam,Cachar,115.4206280610775,13884.0,27.595014954312045,1232.7352872733848,417.5525785076347,202.51370306876743,3.7433462047537702,1.360808189287968,0.02684755067316575,4.489721354520366,61.745880936136274,18.665353376885648,1.774799601824137,15.864885429327035,26.10844719133877,62.42011242279947,26.849811318369838,Moderate Friction,10.302135701098434
Assam,Charaideo,0.0,0.0,26.587037197018017,0.0,0.0,208.637276149394,0.0,1.3499298426437105,0.0,0.0,63.61294182441457,0.0,1.7085320825312975,0.0,0.0,64.76148553352412,12.307603183674793,Low Friction,0.0
Assam,Chirang,108.12379110251452,2585.0,724.3015842076858,1022.6484533521055,669.1295938104448,93.13773844323885,3.506693646243262,8.879838757994097,0.02227210209333156,7.194795532120904,28.397444821916118,17.485338654621053,47.5784055696672,13.161139065626173,41.83888583948124,20.59976682359607,26.312929363769438,Moderate Friction,1.8797546609187232
Assam,Darrang,138.3493031358885,4592.0,304.8868379649016,818.6081964511345,490.6794425087109,148.53690000296277,4.4869738410191635,4.353410506649821,0.01782834097683833,5.276015727478563,45.28849951003733,22.373285225156877,20.00480626430318,10.535210099266934,30.680874629971868,41.78186190514207,25.759213527846097,Moderate Friction,3.268932113303006
Assam,Dhemaji,120.04853462759006,5357.0,68.07330731195671,627.0232351121405,350.9426918051148,258.40009958768246,3.893439448680173,1.7976599875024142,0.013655841811066948,3.773500581032753,78.78549224695635,19.413759557914705,4.435965486032184,8.069576566257568,21.943508932283084,83.78850377566202,28.709702535828008,Moderate Friction,4.250321306741208
Assam,Dhubri,259.5409540954095,8888.0,118.88508563697668,6156.84501193813,686.7349234923493,210.6171083535704,8.417487080187303,2.346033336250331,0.1340889728324771,7.384096302119077,64.2165873145723,41.971904895555895,7.776486123606658,79.23650902909542,42.93970006970089,65.51848244130511,50.76430041796673,High Friction,12.46906458794772
Assam,Dibrugarh,131.73458348359176,5546.0,117.4393193636053,551.5857298192848,507.3927154706095,157.44364175764153,4.272443855158818,2.3304302670610544,0.012012900080659585,5.455724684825097,48.004141007771246,21.30357973253199,7.681437057572923,7.098721435475554,31.7259109367281,45.18739089516099,24.66092677451197,Low Friction,3.7797291665453474
Assam,Dima Hasao,0.0,0.0,100.0,0.0,0.0,62.36095644623235,0.0,2.142220795270227,0.0,0.0,19.013687140396225,0.0,6.534923234208274,0.0,0.0,8.83213886298522,2.2264866602050852,Low Friction,0.0
Assam,Goalpara,142.87020109689217,7658.0,797.4685969236017,1472.8335830258648,323.8965787411857,224.29120986107068,4.633596559234202,9.669475356112365,0.03207661422663398,3.48268807590132,68.38578392100662,23.10438641079868,52.38862721559687,18.954869137276997,20.252387739392024,70.74683085185505,33.051172967758085,Moderate Friction,6.994773596437513
Assam,Golaghat,87.657900186374,9658.0,111.20781054526664,482.3367290692689,200.52805963967697,227.34020567452325,2.84293954634962,2.263178274095835,0.010504736831099069,2.156171840113136,69.31541450708252,14.175678219222876,7.271758740909137,6.207510261157364,12.538483834050638,71.9126268207013,22.46625102135699,Low Friction,5.996381162477983
Assam,Hailakandi,169.4781233526621,3794.0,1521.672630408501,2871.8090246177007,506.7474960463891,157.38497244157384,5.496550317723652,17.485265397519196,0.06254468344344527,5.4487869826616295,47.98625289180859,27.407311112142658,100.0,36.95920902146055,31.68556708991414,45.1649584431829,40.003490750112505,Moderate Friction,4.194369045348261
Assam,Hojai,109.85309924758153,5582.0,31.2846713097612,3567.930241266785,411.7162307416696,112.40772375659142,3.5627789335132367,1.4006278783062205,0.07770539948004833,4.426966203322609,34.27281128240363,17.764995317103615,2.0173688172154165,45.91805319593761,25.7435159580493,27.967724201207027,25.779345215600465,Moderate Friction,3.9767943897604474
Assam,Jorhat,158.4300549786194,3274.0,70.44633716348488,702.7297498761426,432.4679291386684,203.27184879665668,5.138237029080413,1.823270315840805,0.015304642257033707,4.650098206886246,61.97703752029392,25.62066253989284,4.5919756760693,9.043893757778173,27.041064218115253,62.70999253003728,27.978463106673246,Moderate Friction,2.531476805616919
Assam,Kamrup,107.6086956521739,10580.0,11.768192893552568,1224.8230430403344,380.7183364839319,154.33070675747058,3.4899879617264693,1.1900011894230864,0.026675231132889485,4.093662291533725,47.05501553640886,17.402039518539883,0.7342962487826113,15.763057527147126,23.805300444775803,43.99714751782743,22.329731492067772,Low Friction,6.528908641317591
Assam,Kamrup Metro,181.0795923987882,3631.0,15.887728847105558,846.9836776616916,707.9316992564032,139.84885334122333,5.872811613931497,1.2344602459766125,0.018446326182211092,7.612013986485892,42.63953755529396,29.28345338475578,1.005127054625469,10.900392927287719,44.265077828450224,38.45995187472626,29.01753549567757,Moderate Friction,2.911777570396718
Assam,Karbi Anglong,122.53246753246754,6160.0,9.238380699390516,813.0287378031495,421.25000000000006,169.5367399027445,3.97399888565894,1.1626988270506824,0.01770682681209666,4.529477766252433,51.69129396039382,19.815451059796658,0.5679787113461262,10.463404357091957,26.339637079142985,49.811236230146505,23.722100063940168,Low Friction,4.038362205164335
Assam,Karimganj,106.52399358913924,10607.0,387.6442770853504,1759.832119825255,256.83982275855567,150.245618395635,3.4548086751538754,5.246549371697888,0.03832711085749522,2.761662354120103,45.8094831315333,17.226625923454737,25.445531671045057,22.648443055143648,16.059507938116948,42.43519734275786,23.396558713385513,Low Friction,6.858292062260057
